Feature_ID,Accession,Has_Contaminant_Flag,All_Reverse_Flag,Cow_Contaminant_Flag,Accession_RNA,Accession_Protein,GeneID,Symbol,Alias,Type,Location,Description
5250,NP_001120701.1;NP_001120702.1;NP_060370.1,0,0,0,NM_001127229 NM_001127230 NM_017900,NP_001120701 NP_001120702 NP_060370,54998,AURKAIP1,AIP AKIP MRP-S38,protein-coding,1p36.33,aurora kinase A interacting protein 1
5251,NP_057111.1,0,0,0,NM_016027,NP_057111,51110,LACTB2,CGI-83,protein-coding,8q13.3,lactamase beta 2
5252,NP_001019.1,0,0,0,NM_001028,NP_001019,6230,RPS25,S25,protein-coding,11q23.3,ribosomal protein S25
5253,NP_057055.2,0,0,0,NM_015971,NP_057055,51081,MRPS7,MRP-S MRP-S7 RP-S7 RPMS7 S7mt bMRP27a,protein-coding,17q25.1,mitochondrial ribosomal protein S7
5254,XP_016857833.1;XP_016857834.1;XP_016857831.1;XP_016857832.1;XP_011540455.1,0,0,0,XM_011542153 XM_017002342 XM_017002343 XM_017002344 XM_017002345,XP_011540455 XP_016857831 XP_016857832 XP_016857833 XP_016857834,79729,SH3D21,C1orf113,protein-coding,1p34.3,SH3 domain containing 21
5255,NP_060700.2,0,0,0,NM_018230,NP_060700,55746,NUP133,hNUP133,protein-coding,1q42.13,nucleoporin 133
5256,XP_005261565.1;NP_036605.2;XP_006724289.1,0,0,0,NM_012473 XM_005261508 XM_006724226,NP_036605 XP_005261565 XP_006724289,25828,TXN2,COXPD29 MT-TRX MTRX TRX2 TXN,protein-coding,22q12.3,thioredoxin 2
5257,XP_011541400.1;NP_055701.1,0,0,0,NM_014886 XM_011543098,NP_055701 XP_011541400,10412,NSA2,CDK105 HCL-G1 HCLG1 HUSSY-29 HUSSY29 TINP1,protein-coding,5q13.3,"NSA2, ribosome biogenesis homolog"
5258,REV__XP_011536101.1,0,2,0,---,---,---,---,---,---,---,---
5259,NP_000997.1,0,0,0,NM_001006,NP_000997,6189,RPS3A,FTE1 MFTL S3A,protein-coding,4q31.3,ribosomal protein S3A
5260,XP_011512727.1,0,0,0,XM_011514425,XP_011512727,23113,CUL9,H7AP1 PARC,protein-coding,6p21.1,cullin 9
5261,XP_016867029.1,0,0,0,XM_017011540,XP_016867029,9820,CUL7,3M1 CUL-7 KIAA0076 dJ20C7.5,protein-coding,6p21.1,cullin 7
5262,XP_016874482.1;XP_016874483.1,0,0,0,XM_017018993 XM_017018994,XP_016874482 XP_016874483,225,ABCD2,ABC39 ALDL1 ALDR ALDRP hALDR,protein-coding,12q12,ATP binding cassette subfamily D member 2
5263,NP_002067.1,0,0,0,NM_002076,NP_002067,2799,GNS,G6S,protein-coding,12q14.3,glucosamine (N-acetyl)-6-sulfatase
5264,NP_005265.1,0,0,0,NM_005274,NP_005265,2787,GNG5,---,protein-coding,1p22.3,G-protein subunit gamma 5
5265,XP_016870418.1;XP_005252162.1;XP_011517177.1;NP_001258297.1,0,0,0,NM_001271368 XM_005252105 XM_011518875 XM_017014929,NP_001258297 XP_005252162 XP_011517177 XP_016870418,5742,PTGS1,COX1 COX3 PCOX1 PES-1 PGG/HS PGHS-1 PGHS1 PHS1 PTGHS,protein-coding,9q33.2,prostaglandin-endoperoxide synthase 1
5266,NP_116045.2,0,0,0,NM_032656,NP_116045,57647,DHX37,DDX37,protein-coding,12q24.31,DEAH-box helicase 37
5267,XP_011520133.1;NP_065810.2;XP_011520136.1;XP_016877928.1;XP_011520137.1;XP_011520135.1;XP_011520134.1;XP_016877929.1;XP_011520138.1;XP_016877930.1;XP_011520139.1,0,0,0,NM_020759 XM_011521831 XM_011521832 XM_011521833 XM_011521834 XM_011521835 XM_011521836 XM_011521837 XM_017022439 XM_017022440 XM_017022441,NP_065810 XP_011520133 XP_011520134 XP_011520135 XP_011520136 XP_011520137 XP_011520138 XP_011520139 XP_016877928 XP_016877929 XP_016877930,57519,STARD9,KIF16A,protein-coding,15q15.2,StAR related lipid transfer domain containing 9
5268,XP_011530512.1,0,0,0,XM_011532210,XP_011530512,6783,SULT1E1,EST EST-1 ST1E1 STE,protein-coding,4q13.3,sulfotransferase family 1E member 1
5269,NP_001276869.1,0,0,0,NM_001289940,NP_001276869,6507,SLC1A3,EA6 EAAT1 GLAST GLAST1,protein-coding,5p13.2,solute carrier family 1 member 3
5270,XP_016871603.1;NP_066267.2;XP_016871639.1;XP_016871600.1;XP_016871601.1;XP_016871602.1;XP_016871606.1;XP_016871605.1;XP_016871599.1;XP_016871604.1,0,0,0,NM_020987 XM_017016110 XM_017016111 XM_017016112 XM_017016113 XM_017016114 XM_017016115 XM_017016116 XM_017016117 XM_017016150,NP_066267 XP_016871599 XP_016871600 XP_016871601 XP_016871602 XP_016871603 XP_016871604 XP_016871605 XP_016871606 XP_016871639,288,ANK3,ANKYRIN-G MRT37,protein-coding,10q21.2,ankyrin 3
5271,NP_001005489.1,0,0,0,NM_001005489,NP_001005489,219965,OR5B17,OR11-237 OR5B20P,protein-coding,11q12.1,olfactory receptor family 5 subfamily B member 17
5272,XP_016859551.1;NP_004513.1,0,0,0,NM_004522 XM_017004062,NP_004513 XP_016859551,3800,KIF5C,CDCBM2 KINN NKHC NKHC-2 NKHC2,protein-coding,2q23.1-q23.2,kinesin family member 5C
5273,NP_057575.2,0,0,0,NM_016491,NP_057575,51253,MRPL37,L2mt L37mt MRP-L2 MRP-L37 MRPL2 RPML2,protein-coding,1p32.3,mitochondrial ribosomal protein L37
5274,NP_001184225.1,0,0,0,NM_001197296,NP_001184225,1842,ECM2,---,protein-coding,9q22.31,extracellular matrix protein 2
5275,NP_003550.1;XP_011523628.1,0,0,0,NM_003559 XM_011525326,NP_003550 XP_011523628,8396,PIP4K2B,PI5P4KB PIP5K2B PIP5KIIB PIP5KIIbeta PIP5P4KB,protein-coding,17q12,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
5276,NP_065118.2,0,0,0,NM_020385,NP_065118,57109,REXO4,REX4 XPMC2 XPMC2H,protein-coding,9q34.2,"REX4 homolog, 3'-5' exonuclease"
5277,NP_938052.1;XP_006720100.1,0,0,0,NM_198310 XM_006720037,NP_938052 XP_006720100,123016,TTC8,BBS8 RP51,protein-coding,14q31.3,tetratricopeptide repeat domain 8
5278,NP_001243583.1;NP_001243580.1,0,0,0,NM_001256651 NM_001256654,NP_001243580 NP_001243583,7594,ZNF43,HTF6 KOX27 ZNF39L1,protein-coding,19p12,zinc finger protein 43
5279,NP_203751.2;XP_005263376.1;XP_006714456.1;XP_011530690.1;XP_011530691.1,0,0,0,NM_033393 XM_005263319 XM_006714393 XM_011532388 XM_011532389,NP_203751 XP_005263376 XP_006714456 XP_011530690 XP_011530691,85462,FHDC1,---,protein-coding,4q31.3,FH2 domain containing 1
5280,XP_005245497.1;XP_005245495.1;XP_005245496.1;NP_002996.2;XP_005245492.1;XP_005245493.1,0,0,0,NM_003005 XM_005245435 XM_005245436 XM_005245438 XM_005245439 XM_005245440,NP_002996 XP_005245492 XP_005245493 XP_005245495 XP_005245496 XP_005245497,6403,SELP,CD62 CD62P GMP140 GRMP LECAM3 PADGEM PSEL,protein-coding,1q24.2,selectin P
5281,NP_001020419.1,0,0,0,NM_001025248,NP_001020419,1854,DUT,dUTPase,protein-coding,15q21.1,deoxyuridine triphosphatase
5282,NP_055484.3;XP_005256320.1,0,0,0,NM_014669 XM_005256263,NP_055484 XP_005256320,9688,NUP93,NIC96,protein-coding,16q13,nucleoporin 93
5283,NP_001305771.1;NP_006577.2,0,0,0,NM_001318842 NM_006586,NP_001305771 NP_006577,10695,CNPY3,CAG4A ERDA5 PRAT4A TNRC5,protein-coding,6p21.1,canopy FGF signaling regulator 3
5284,NP_002526.2,0,0,0,NM_002535,NP_002526,4939,OAS2,---,protein-coding,12q24.13,2'-5'-oligoadenylate synthetase 2
5285,NP_057159.2,0,0,0,NM_016075,NP_057159,51028,VPS36,C13orf9 CGI-145 EAP45,protein-coding,13q14.3,vacuolar protein sorting 36 homolog
5286,NP_002980.1;XP_011516306.1,0,0,0,NM_002989 XM_011518004,NP_002980 XP_011516306,6366,CCL21,6Ckine CKb9 ECL SCYA21 SLC TCA4,protein-coding,9p13.3,C-C motif chemokine ligand 21
5287,NP_116315.1;NP_001006934.1,0,0,0,NM_001006933 NM_032926,NP_001006934 NP_116315,85012,TCEAL3,WEX8,protein-coding,Xq22.2,transcription elongation factor A like 3
5288,XP_011539816.1;XP_011539817.1;XP_011539814.1,0,0,0,XM_011541512 XM_011541514 XM_011541515,XP_011539814 XP_011539816 XP_011539817,4774,NFIA,CTF NF-I/A NF1-A NFI-A NFI-L,protein-coding,1p31.3,nuclear factor I A
5289,XP_011539734.1,0,0,0,XM_011541432,XP_011539734,378807,CATSPER4,---,protein-coding,1p36.11,cation channel sperm associated 4
5290,NP_001053.2,0,0,0,NM_001062,NP_001053,6947,TCN1,HC TC-1 TC1 TCI,protein-coding,11q12.1,transcobalamin 1
5291,XP_016875954.1;XP_016875956.1;XP_016875955.1;XP_016875953.1;XP_016875951.1;XP_006719851.1;XP_016875949.1;XP_006719850.1;XP_016875950.1;XP_016875944.1;XP_016875945.1;XP_016875943.1,0,0,0,XM_006719787 XM_006719788 XM_017020454 XM_017020455 XM_017020456 XM_017020460 XM_017020461 XM_017020462 XM_017020464 XM_017020465 XM_017020466 XM_017020467,XP_006719850 XP_006719851 XP_016875943 XP_016875944 XP_016875945 XP_016875949 XP_016875950 XP_016875951 XP_016875953 XP_016875954 XP_016875955 XP_016875956,23077,MYCBP2,Myc-bp2 PAM Phr,protein-coding,13q22.3,"MYC binding protein 2, E3 ubiquitin protein ligase"
5292,NP_001078880.1;XP_005248298.1,0,0,0,NM_001085411 XM_005248241,NP_001078880 XP_005248298,133686,NADK2,C5orf33 DECRD MNADK NADKD1,protein-coding,5p13.2,"NAD kinase 2, mitochondrial"
5293,XP_005265509.1;NP_001305978.1,0,0,0,NM_001319049 XM_005265452,NP_001305978 XP_005265509,7862,BRPF1,BR140 IDDDFP,protein-coding,3p25.3,bromodomain and PHD finger containing 1
5294,NP_005611.1,0,0,0,NM_005620,NP_005611,6282,S100A11,HEL-S-43 MLN70 S100C,protein-coding,1q21.3,S100 calcium binding protein A11
5295,REV__XP_016875199.1,0,2,0,---,---,---,---,---,---,---,---
5296,XP_011542942.1,0,0,0,XM_011544640,XP_011542942,7486,WRN,RECQ3 RECQL2 RECQL3,protein-coding,8p12,Werner syndrome RecQ like helicase
5297,XP_011541043.1;XP_011541044.1;XP_011541045.1,0,0,0,XM_011542741 XM_011542742 XM_011542743,XP_011541043 XP_011541044 XP_011541045,25833,POU2F3,Epoc-1 OCT-11 OCT11 OTF-11 PLA-1 PLA1 Skn-1a,protein-coding,11q23.3,POU class 2 homeobox 3
5298,NP_073732.1;NP_001243328.1,0,0,0,NM_001256399 NM_022821,NP_001243328 NP_073732,64834,ELOVL1,CGI-88 Ssc1,protein-coding,1p34.2,ELOVL fatty acid elongase 1
5299,XP_005257002.1;NP_006331.1;XP_005257001.1;NP_059344.1,0,0,0,NM_006340 NM_017450 XM_005256944 XM_005256945,NP_006331 NP_059344 XP_005257001 XP_005257002,10458,BAIAP2,BAP2 FLAF3 IRSP53,protein-coding,17q25.3,BAI1 associated protein 2
5300,NP_001193988.1;XP_016878133.1;NP_001129515.1;XP_006720772.1;XP_006720774.1;XP_011520403.1,0,0,0,NM_001136043 NM_001207059 XM_006720709 XM_006720711 XM_011522101 XM_017022644,NP_001129515 NP_001193988 XP_006720772 XP_006720774 XP_011520403 XP_016878133,81556,INTS14,C15orf44 VWA9,protein-coding,15q22.31,integrator complex subunit 14
5301,NP_000963.1,0,0,0,NM_000972,NP_000963,6130,RPL7A,L7A SURF3 TRUP,protein-coding,9q34.2,ribosomal protein L7a
5302,XP_011530327.1;XP_016863781.1,0,0,0,XM_011532025 XM_017008292,XP_011530327 XP_016863781,51809,GALNT7,GALNAC-T7 GalNAcT7,protein-coding,4q34.1,polypeptide N-acetylgalactosaminyltransferase 7
5303,XP_016884373.1,0,0,0,XM_017028884,XP_016884373,57553,MICAL3,MICAL-3,protein-coding,22q11.21,"microtubule associated monooxygenase, calponin and LIM domain containing 3"
5304,XP_011542726.1,0,0,0,XM_011544424,XP_011542726,157855,KCNU1,KCNMC1 KCa5 KCa5.1 Kcnma3 Slo3,protein-coding,8p11.23,potassium calcium-activated channel subfamily U member 1
5305,XP_006723469.1,0,0,0,XM_006723406,XP_006723469,81,ACTN4,ACTININ-4 FSGS FSGS1,protein-coding,19q13.2,actinin alpha 4
5306,XP_005259338.1,0,0,0,XM_005259281,XP_005259338,81,ACTN4,ACTININ-4 FSGS FSGS1,protein-coding,19q13.2,actinin alpha 4
5307,NP_001258547.1;XP_011525347.1;XP_005259070.1;NP_060077.1,0,0,0,NM_001271618 NM_017607 XM_005259013 XM_011527045,NP_001258547 NP_060077 XP_005259070 XP_011525347,54776,PPP1R12C,LENG3 MBS85 p84 p85,protein-coding,19q13.42,protein phosphatase 1 regulatory subunit 12C
5308,NP_001258579.1,0,0,0,NM_001271650,NP_001258579,64343,AZI2,AZ2 NAP1 TILP,protein-coding,3p24.1,5-azacytidine induced 2
5309,NP_061961.2,0,0,0,NM_019088,NP_061961,54623,PAF1,F23149_1 PD2,protein-coding,19q13.2,"PAF1 homolog, Paf1/RNA polymerase II complex component"
5310,REV__XP_011541646.1,0,2,0,---,---,---,---,---,---,---,---
5311,XP_005248106.2;NP_001136036.1;XP_016863201.1;NP_000078.2;XP_011511925.1,0,0,0,NM_000087 NM_001142564 XM_005248049 XM_011513623 XM_017007712,NP_000078 NP_001136036 XP_005248106 XP_011511925 XP_016863201,1259,CNGA1,CNCG CNCG1 CNG-1 CNG1 RCNC1 RCNCa RCNCalpha RP49,protein-coding,4p12,cyclic nucleotide gated channel alpha 1
5312,NP_001670.1,0,0,0,NM_001679,NP_001670,483,ATP1B3,ATPB-3 CD298,protein-coding,3q23,ATPase Na+/K+ transporting subunit beta 3
5313,NP_001366.1,0,0,0,NM_001375,NP_001366,1777,DNASE2,DNASE2A DNL DNL2,protein-coding,19p13.13,"deoxyribonuclease 2, lysosomal"
5314,NP_060941.2,0,0,0,NM_018471,NP_060941,55854,ZC3H15,HT010 LEREPO4 MSTP012,protein-coding,2q32.1,zinc finger CCCH-type containing 15
5315,XP_011535110.1;XP_011535111.1,0,0,0,XM_011536808 XM_011536809,XP_011535110 XP_011535111,51004,COQ6,CGI-10 CGI10 COQ10D6,protein-coding,14q24.3,"coenzyme Q6, monooxygenase"
5316,XP_016873735.1;XP_011543546.1;XP_011543550.1,0,0,0,XM_011545244 XM_011545248 XM_017018246,XP_011543546 XP_011543550 XP_016873735,7536,SF1,BBP D11S636 MBBP ZCCHC25 ZFM1 ZNF162,protein-coding,11q13.1,splicing factor 1
5317,NP_004995.1,0,0,0,NM_005004,NP_004995,4714,NDUFB8,ASHI CI-ASHI,protein-coding,10q24.31,NADH:ubiquinone oxidoreductase subunit B8
5318,NP_075266.1;XP_005262166.1;XP_011529190.1;XP_011529191.1;NP_001305438.1;NP_004449.1;XP_006724698.1;NP_001305439.1,0,0,0,NM_001318509 NM_001318510 NM_004458 NM_022977 XM_005262109 XM_006724635 XM_011530888 XM_011530889,NP_001305438 NP_001305439 NP_004449 NP_075266 XP_005262166 XP_006724698 XP_011529190 XP_011529191,2182,ACSL4,ACS4 FACL4 LACS4 MRX63 MRX68,protein-coding,Xq23,acyl-CoA synthetase long-chain family member 4
5319,NP_060204.1,0,0,0,NM_017734,NP_060204,54873,PALMD,C1orf11 PALML,protein-coding,1p21.2,palmdelphin
5320,NP_039234.1,0,0,0,NM_013943,NP_039234,25932,CLIC4,CLIC4L H1 MTCLIC huH1 p64H1,protein-coding,1p36.11,chloride intracellular channel 4
5321,NP_001186231.1;NP_001186232.1;NP_055330.1;XP_011536701.1;XP_016874837.1;XP_016874838.1;XP_006719492.1;XP_006719493.1;XP_016874839.1;XP_016874840.1;XP_016874841.1;XP_011536702.1,0,0,0,NM_001199302 NM_001199303 NM_014515 XM_006719429 XM_006719430 XM_011538399 XM_011538400 XM_017019348 XM_017019349 XM_017019350 XM_017019351 XM_017019352,NP_001186231 NP_001186232 NP_055330 XP_006719492 XP_006719493 XP_011536701 XP_011536702 XP_016874837 XP_016874838 XP_016874839 XP_016874840 XP_016874841,4848,CNOT2,CDC36 HSPC131 NOT2 NOT2H,protein-coding,12q15,CCR4-NOT transcription complex subunit 2
5322,NP_663160.1;XP_006715744.1;NP_056365.1;XP_005249755.1;XP_011513560.1;XP_016867437.1;XP_011513561.1,0,0,0,NM_015550 NM_145320 XM_005249698 XM_006715681 XM_011515258 XM_011515259 XM_017011948,NP_056365 NP_663160 XP_005249755 XP_006715744 XP_011513560 XP_011513561 XP_016867437,26031,OSBPL3,ORP-3 ORP3 OSBP3,protein-coding,7p15.3,oxysterol binding protein like 3
5323,NP_001087240.1,0,0,0,NM_001093771,NP_001087240,7296,TXNRD1,GRIM-12 TR TR1 TRXR1 TXNR,protein-coding,12q23.3,thioredoxin reductase 1
5324,NP_001500.1,0,0,0,NM_001509,NP_001500,2880,GPX5,HEL-S-75p,protein-coding,6p22.1,glutathione peroxidase 5
5325,NP_001137473.1,0,0,0,NM_001144001,NP_001137473,6397,SEC14L1,PRELID4A SEC14L,protein-coding,17q25.2-q25.3,SEC14 like lipid binding 1
5326,NP_001650.1;XP_005268913.1,0,0,0,NM_001659 XM_005268856,NP_001650 XP_005268913,377,ARF3,---,protein-coding,12q13.12,ADP ribosylation factor 3
5327,NP_115536.1,0,0,0,NM_032160,NP_115536,92126,DSEL,C18orf4 DE-epi2,protein-coding,18q22.1,dermatan sulfate epimerase-like
5328,NP_066930.1;NP_203526.1;NP_203527.1,0,0,0,NM_021107 NM_033362 NM_033363,NP_066930 NP_203526 NP_203527,6183,MRPS12,MPR-S12 MT-RPS12 RPMS12 RPS12 RPSM12,protein-coding,19q13.2,mitochondrial ribosomal protein S12
5329,XP_011525319.1;XP_011525317.1,0,0,0,XM_011527015 XM_011527017,XP_011525317 XP_011525319,51070,NOSIP,CGI-25,protein-coding,19q13.33,nitric oxide synthase interacting protein
5330,NP_001171131.1,0,0,0,NM_001177660,NP_001171131,3026,HABP2,FSAP HABP HGFAL NMTC5 PHBP,protein-coding,10q25.3,hyaluronan binding protein 2
5331,XP_011518168.1;XP_011518169.1;XP_011518170.1,0,0,0,XM_011519866 XM_011519867 XM_011519868,XP_011518168 XP_011518169 XP_011518170,11234,HPS5,AIBP63 BLOC2S2,protein-coding,11p15.1,"HPS5, biogenesis of lysosomal organelles complex 2 subunit 2"
5332,XP_011526554.1,0,0,0,XM_011528252,XP_011526554,7297,TYK2,IMD35 JTK1,protein-coding,19p13.2,tyrosine kinase 2
5333,XP_016871895.1,0,0,0,XM_017016406,XP_016871895,55844,PPP2R2D,MDS026,protein-coding,10q26.3,protein phosphatase 2 regulatory subunit Bdelta
5334,REV__NP_001167459.1,0,2,0,---,---,---,---,---,---,---,---
5335,NP_006288.2,0,0,0,NM_006297,NP_006288,7515,XRCC1,RCC,protein-coding,19q13.31,X-ray repair cross complementing 1
5336,XP_011509970.1,0,0,0,XM_011511668,XP_011509970,65080,MRPL44,COXPD16 L44MT MRP-L44,protein-coding,2q36.1,mitochondrial ribosomal protein L44
5337,NP_573571.1;XP_005257140.1;XP_005257141.1,0,0,0,NM_133264 XM_005257083 XM_005257084,NP_573571 XP_005257140 XP_005257141,147179,WIPF2,WICH WIRE,protein-coding,17q21.2,WAS/WASL interacting protein family member 2
5338,XP_016874732.1,0,0,0,XM_017019243,XP_016874732,29953,TRHDE,PAP-II PGPEP2 TRH-DE,protein-coding,12q21.1,thyrotropin releasing hormone degrading enzyme
5339,NP_065838.2;XP_006721625.1;XP_011522272.1,0,0,0,NM_020787 XM_006721562 XM_011523970,NP_065838 XP_006721625 XP_011522272,57547,ZNF624,---,protein-coding,17p11.2,zinc finger protein 624
5340,XP_016883897.1,0,0,0,XM_017028408,XP_016883897,56894,AGPAT3,LPAAT-GAMMA1 LPAAT3,protein-coding,21q22.3,1-acylglycerol-3-phosphate O-acyltransferase 3
5341,NP_001307540.1;NP_002257.1,0,0,0,NM_001320611 NM_002266,NP_001307540 NP_002257,3838,KPNA2,IPOA1 QIP2 RCH1 SRP1-alpha SRP1alpha,protein-coding,17q24.2,karyopherin subunit alpha 2
5342,NP_054901.1,0,0,0,NM_014182,NP_054901,29095,ORMDL2,HSPC160 MST095 MSTP095 adoplin-2,protein-coding,12q13.2,ORMDL sphingolipid biosynthesis regulator 2
5343,XP_016880834.1;XP_016860836.1;NP_001121622.1;XP_005247027.1;NP_057551.1;NP_001307731.1;NP_001307732.1;NP_001307730.1;XP_016880835.1;XP_016880836.1;XP_016880837.1;NP_644809.1,0,0,0,NM_001128150 NM_016467 NM_001320801 NM_001320802 NM_001320803 NM_139280 XM_005246970 XM_017005347 XM_017025345 XM_017025346 XM_017025347 XM_017025348,NP_001121622 NP_057551 NP_001307730 NP_001307731 NP_001307732 NP_644809 XP_005247027 XP_016860836 XP_016880834 XP_016880835 XP_016880836 XP_016880837,94101 94103,ORMDL1 ORMDL3,---,protein-coding,2q32.2!17q21.1,ORMDL sphingolipid biosynthesis regulator 1 ||| ORMDL sphingolipid biosynthesis regulator 3
5344,XP_016869077.1;XP_016869076.1;NP_001155251.1;NP_001155252.1,0,0,0,NM_001161779 NM_001161780 XM_017013587 XM_017013588,NP_001155251 NP_001155252 XP_016869076 XP_016869077,54704,PDP1,PDH PDP PDPC PPM2A PPM2C,protein-coding,8q22.1,pyruvate dehyrogenase phosphatase catalytic subunit 1
5345,NP_000945.3,0,0,0,NM_000954,NP_000945,5730,PTGDS,L-PGDS LPGDS PDS PGD2 PGDS PGDS2,protein-coding,9q34.3,prostaglandin D2 synthase
5346,NP_004532.1,0,0,0,NM_004541,NP_004532,4694,NDUFA1,CI-MWFE MWFE ZNF183,protein-coding,Xq24,NADH:ubiquinone oxidoreductase subunit A1
5347,REV__NP_078804.2,0,2,0,---,---,---,---,---,---,---,---
5348,XP_016857665.1;NP_001014450.1,0,0,0,NM_001014450 XM_017002176,NP_001014450 XP_016857665,6705,SPRR2F,---,protein-coding,1q21.3,small proline rich protein 2F
5349,XP_006714189.1,0,0,0,XM_006714126,XP_006714189,1977,EIF4E,AUTS19 CBP EIF4E1 EIF4EL1 EIF4F eIF-4E,protein-coding,4q23,eukaryotic translation initiation factor 4E
5350,XP_011540817.1,0,0,0,XM_011542515,XP_011540817,100505741,SPATA1,SP-2 SPAP1,protein-coding,1p22.3,spermatogenesis associated 1
5351,NP_066983.1,0,0,0,NM_021160,NP_066983,7920,ABHD16A,BAT5 D6S82E NG26 PP199,protein-coding,6p21.33,abhydrolase domain containing 16A
5352,NP_001186806.1;NP_001018118.1,0,0,0,NM_001018108 NM_001199877,NP_001018118 NP_001186806,10169,SERF2,4F5REL FAM2C H4F5REL HsT17089,protein-coding,15q15.3,small EDRK-rich factor 2
5353,REV__NP_620305.2,0,2,0,---,---,---,---,---,---,---,---
5354,REV__XP_016875974.1,0,2,0,---,---,---,---,---,---,---,---
5355,NP_055177.2;XP_011509255.1,0,0,0,NM_014362 XM_011510953,NP_055177 XP_011509255,26275,HIBCH,HIBYLCOAH,protein-coding,2q32.2,3-hydroxyisobutyryl-CoA hydrolase
5356,NP_444263.1;NP_057155.1,0,0,0,NM_016071 NM_053035,NP_057155 NP_444263,51650,MRPS33,CGI-139 MRP-S33 PTD003 S33mt,protein-coding,7q34,mitochondrial ribosomal protein S33
5357,XP_016873287.1,0,0,0,XM_017017798,XP_016873287,4798,NFRKB,INO80G,protein-coding,11q24.3,nuclear factor related to kappaB binding protein
5358,NP_065896.1;XP_011536892.1,0,0,0,NM_020845 XM_011538590,NP_065896 XP_011536892,57605,PITPNM2,NIR-3 NIR3 RDGB2 RDGBA2,protein-coding,12q24.31,phosphatidylinositol transfer protein membrane associated 2
5359,XP_016873345.1;XP_016873346.1;XP_016873347.1;XP_016873348.1;XP_006718918.1;XP_016873350.1;XP_016873351.1;XP_016873342.1,0,0,0,XM_006718855 XM_017017853 XM_017017856 XM_017017857 XM_017017858 XM_017017859 XM_017017861 XM_017017862,XP_006718918 XP_016873342 XP_016873345 XP_016873346 XP_016873347 XP_016873348 XP_016873350 XP_016873351,50863,NTM,HNT IGLON2 NTRI,protein-coding,11q25,neurotrimin
5360,NP_000182.2,0,0,0,NM_000191,NP_000182,3155,HMGCL,HL,protein-coding,1p36.11,3-hydroxymethyl-3-methylglutaryl-CoA lyase
5361,XP_016860897.1,0,0,0,XM_017005408,XP_016860897,98,ACYP2,ACYM ACYP,protein-coding,2p16.2,acylphosphatase 2
5362,NP_006398.1,0,0,0,NM_006407,NP_006398,10550,ARL6IP5,DERP11 GTRAP3-18 HSPC127 JWA PRAF3 Yip6b addicsin hp22 jmx,protein-coding,3p14.1,ADP ribosylation factor like GTPase 6 interacting protein 5
5363,NP_056023.3;XP_005258149.1;XP_005258150.1;XP_016881150.1;XP_016881151.1;XP_005258152.1;XP_016881152.1;NP_001077094.1;NP_001190985.1;XP_016881153.1;XP_016881154.1;XP_016881155.1;XP_005258153.1;XP_011523940.1,0,0,0,NM_001083625 NM_001204056 NM_015208 XM_005258092 XM_005258093 XM_005258095 XM_005258096 XM_011525638 XM_017025661 XM_017025662 XM_017025663 XM_017025664 XM_017025665 XM_017025666,NP_001077094 NP_001190985 NP_056023 XP_005258149 XP_005258150 XP_005258152 XP_005258153 XP_011523940 XP_016881150 XP_016881151 XP_016881152 XP_016881153 XP_016881154 XP_016881155,23253,ANKRD12,ANCO-2 ANCO1 GAC-1 Nbla00144,protein-coding,18p11.22,ankyrin repeat domain 12
5364,NP_612638.3,0,0,0,NM_138571,NP_612638,135114,HINT3,HINT4,protein-coding,6q22.32,histidine triad nucleotide binding protein 3
5365,XP_016875687.1,0,0,0,XM_017020198,XP_016875687,90488,TMEM263,C12orf23,protein-coding,12q23.3,transmembrane protein 263
5366,XP_016878025.1,0,0,0,XM_017022536,XP_016878025,7168,TPM1,C15orf13 CMD1Y CMH3 HEL-S-265 HTM-alpha LVNC9 TMSA,protein-coding,15q22.2,tropomyosin 1 (alpha)
5367,XP_016878726.1;XP_011520800.1;XP_016878727.1,0,0,0,XM_011522498 XM_017023237 XM_017023238,XP_011520800 XP_016878726 XP_016878727,4363,ABCC1,ABC29 ABCC GS-X MRP MRP1,protein-coding,16p13.11,ATP binding cassette subfamily C member 1
